project_id	project_scope	par_number	tracker_status	title	assignee	worker_session_id	worker_status	git_commits_json	evidence_kind	evidence_repo	evidence_command	evidence_output_path
/home/kesha/orchestra	/home/kesha/orchestra	1	in_progress	Usage и Proxy-панель скрыты на VPS из-за гейта is_auth_enabled()		ef8437bb-7a51-4f5d-a2df-f9fa30c50474	archived	"[{""hash"": ""26b2f42"", ""message"": ""#1: #1: OWNER_MODE \u2014 \u0440\u0430\u0437\u0432\u044f\u0437\u0430\u0442\u044c \u00ab\u043d\u0430\u0448\u0438 \u0434\u0430\u043d\u043d\u044b\u0435 \u0432 \u0434\u0430\u0448\u0431\u043e\u0440\u0434\u0435\u00bb \u0438 \u00ab\u0442\u0440\u0435\u0431\u0443\u0439 \u043b\u043e\u0433\u0438\u043d\u00bb"", ""date"": ""2026-08-03"", ""files"": 10, ""insertions"": 215, ""deletions"": 22}, {""hash"": ""bc6b73c"", ""message"": ""#25, #1: #25: retry a runtime_unhealthy batch once instead of asking the user to resend"", ""date"": ""2026-08-08"", ""files"": 12, ""insertions"": 601, ""deletions"": 4}, {""hash"": ""9d08411"", ""message"": ""#219, #154, #1: #219: \u043f\u0440\u0435\u0434\u0440\u0435\u0433\u0438\u0441\u0442\u0440\u0430\u0446\u0438\u044f \u0424\u0430\u0437\u044b 2 \u2014 \u043c\u043d\u043e\u0433\u043e\u0445\u043e\u0434\u043e\u0432\u044b\u0439 \u0441\u0440\u0435\u0437 \u0438 \u043f\u0435\u0440\u0435\u0441\u0435\u043a\u0430\u044e\u0449\u0438\u0435\u0441\u044f \u043d\u0430\u0437\u043d\u0430\u0447\u0435\u043d\u0438\u044f, \u0438\u0437\u043e\u043b\u044f\u0446\u0438\u044f \u043e\u0442 \u0441\u0438\u0431\u043b\u0438\u043d\u0433\u043e\u0432"", ""date"": ""2026-08-12"", ""files"": 17, ""insertions"": 2404, ""deletions"": 16}]"	PRESENT	/home/kesha/orchestra	git -C /home/kesha/orchestra grep -n -E 'OWNER_MODE|is_owner_mode' main -- app/auth.py app/routes/system.py tests/test_owner_mode.py > /home/kesha/orchestra/worktrees/home-kesha-orchestra/audit248-open/data/task248-workers/open-evidence/home-kesha-orchestra-1-1.txt 2>&1	/home/kesha/orchestra/worktrees/home-kesha-orchestra/audit248-open/data/task248-workers/open-evidence/home-kesha-orchestra-1-1.txt
/home/kesha/orchestra	/home/kesha/orchestra	2	in_progress	Фронт: переключение между воркерами каждый раз перезагружает всю историю сообщений		e6d1ec36-df6d-4cec-abdd-17fef2653fe8	archived	"[{""hash"": ""0632f74"", ""message"": ""#2: #2: \u043a\u0435\u0448 \u043e\u0442\u0440\u0438\u0441\u043e\u0432\u0430\u043d\u043d\u043e\u0433\u043e \u0447\u0430\u0442\u0430 \u2014 \u043f\u0435\u0440\u0435\u043a\u043b\u044e\u0447\u0435\u043d\u0438\u0435 \u0430\u0433\u0435\u043d\u0442\u0430 \u0431\u0435\u0437 \u043f\u0435\u0440\u0435\u0440\u0438\u0441\u043e\u0432\u043a\u0438 \u0438\u0441\u0442\u043e\u0440\u0438\u0438"", ""date"": ""2026-08-03"", ""files"": 5, ""insertions"": 240, ""deletions"": 6}, {""hash"": ""a7cb359"", ""message"": ""#2: #2: bound and neutralize runtime handoff"", ""date"": ""2026-08-10"", ""files"": 15, ""insertions"": 1005, ""deletions"": 79}]"	PRESENT	/home/kesha/orchestra	git -C /home/kesha/orchestra grep -n -E '_STORE_DB|indexedDB|initStoreSync|_showChatFor|_fetchHistory' main -- app/static/js/app.js > /home/kesha/orchestra/worktrees/home-kesha-orchestra/audit248-open/data/task248-workers/open-evidence/home-kesha-orchestra-2-2.txt 2>&1	/home/kesha/orchestra/worktrees/home-kesha-orchestra/audit248-open/data/task248-workers/open-evidence/home-kesha-orchestra-2-2.txt
/home/kesha/orchestra	/home/kesha/orchestra	8	in_progress	Мгновенное переключение между всеми агентами всех проектов — история подтягивается заранее		6b7dff38-15c2-4f71-896d-8763e09f8f7d	idle	"[{""hash"": ""0369a53"", ""message"": ""#8: #8: \u0440\u0430\u0437\u0431\u043e\u0440 \u043c\u0433\u043d\u043e\u0432\u0435\u043d\u043d\u043e\u0433\u043e \u043f\u0435\u0440\u0435\u043a\u043b\u044e\u0447\u0435\u043d\u0438\u044f \u0430\u0433\u0435\u043d\u0442\u043e\u0432 \u2014 \u0437\u0430\u043c\u0435\u0440\u044b \u0438 \u0432\u0430\u0440\u0438\u0430\u043d\u0442\u044b"", ""date"": ""2026-08-03"", ""files"": 16, ""insertions"": 2320, ""deletions"": 102}, {""hash"": ""dc251a3"", ""message"": ""#8: #8: \u043f\u0435\u0440\u0435\u043f\u0440\u0438\u0451\u043c\u043a\u0430 \u2014 \u0434\u043e\u043a\u0430\u0437\u0430\u043d\u043d\u044b\u0439 \u043f\u0435\u0440\u0435\u0445\u0432\u0430\u0442 \u0441\u0442\u0430\u0442\u0438\u043a\u0438, \u0442\u0440\u0438 \u043f\u0440\u043e\u0433\u043e\u043d\u0430 \u043a\u0430\u0436\u0434\u043e\u0439 \u043f\u0440\u043e\u0432\u0435\u0440\u043a\u0438, \u0442\u0440\u0438 \u0444\u0438\u043a\u0441\u0430 \u043f\u0440\u0438\u0451\u043c\u043a\u0438"", ""date"": ""2026-08-03"", ""files"": 7, ""insertions"": 418, ""deletions"": 9}, {""hash"": ""bae39a8"", ""message"": ""#8, #17: #8: \u0434\u0432\u0435 \u043c\u0435\u0442\u0440\u0438\u043a\u0438 \u0432\u0440\u0435\u043c\u0435\u043d\u0438 \u0441 \u0433\u0430\u0440\u0434\u043e\u043c \u043f\u043e \u043d\u0430\u0433\u0440\u0443\u0437\u043a\u0435, \u043f\u0440\u0430\u0432\u043a\u0438 \u0442\u0430\u0431\u043b\u0438\u0446\u044b \u043e\u0442\u0447\u0451\u0442\u0430"", ""date"": ""2026-08-03"", ""files"": 14, ""insertions"": 1008, ""deletions"": 17}]"	PRESENT	/home/kesha/orchestra	git -C /home/kesha/orchestra grep -n -E 'initStoreSync|_syncStore|_fetchHistory|after_id|tail=' main -- app/static/js/app.js app/routes/sessions.py tests/test_logs_sync.py > /home/kesha/orchestra/worktrees/home-kesha-orchestra/audit248-open/data/task248-workers/open-evidence/home-kesha-orchestra-8-11.txt 2>&1	/home/kesha/orchestra/worktrees/home-kesha-orchestra/audit248-open/data/task248-workers/open-evidence/home-kesha-orchestra-8-11.txt
/home/kesha/orchestra	/home/kesha/orchestra	123	in_progress	Показательный HTML-артефакт на новом скилле — итоги замера #119		25172ae7-8772-43d9-9aea-667831a50de2	archived	"[{""hash"": ""9651e9f"", ""message"": ""#123, #119: #123: \u0434\u0435\u043c\u043e-\u0430\u0440\u0442\u0435\u0444\u0430\u043a\u0442 \u043f\u043e \u0438\u0442\u043e\u0433\u0430\u043c \u0437\u0430\u043c\u0435\u0440\u0430 \u0441\u043a\u0438\u043b\u043b\u0430 html-artifacts (#119)"", ""date"": ""2026-08-06"", ""files"": 3, ""insertions"": 509, ""deletions"": 0}]"	PRESENT	/home/kesha/orchestra	git -C /home/kesha/orchestra ls-tree -r --name-only main -- docs/tasks/123 > /home/kesha/orchestra/worktrees/home-kesha-orchestra/audit248-open/data/task248-workers/open-evidence/home-kesha-orchestra-123-133.txt 2>&1	/home/kesha/orchestra/worktrees/home-kesha-orchestra/audit248-open/data/task248-workers/open-evidence/home-kesha-orchestra-123-133.txt
/home/kesha/orchestra	/home/kesha/orchestra	144	in_progress	Три теста прекомпакт-таймера красные в main из-за AUTO_COMPACT_ENABLED=0 в .env				"[{""hash"": ""7aab7d6"", ""message"": ""#144: #144: TestPrecompactTimer \u043f\u0438\u043d\u0438\u0442 AUTO_COMPACT_ENABLED=1 \u2014 \u043f\u0440\u043e\u0433\u043e\u043d \u043d\u0435 \u0437\u0430\u0432\u0438\u0441\u0438\u0442 \u043e\u0442 .env \u043c\u0430\u0448\u0438\u043d\u044b"", ""date"": ""2026-08-07"", ""files"": 2, ""insertions"": 21, ""deletions"": 0}]"	PRESENT	/home/kesha/orchestra	git -C /home/kesha/orchestra grep -n -E 'AUTO_COMPACT_ENABLED|TestPrecompactTimer' main -- tests/test_session.py tests/conftest.py > /home/kesha/orchestra/worktrees/home-kesha-orchestra/audit248-open/data/task248-workers/open-evidence/home-kesha-orchestra-144-157.txt 2>&1	/home/kesha/orchestra/worktrees/home-kesha-orchestra/audit248-open/data/task248-workers/open-evidence/home-kesha-orchestra-144-157.txt
/home/kesha/orchestra	/home/kesha/orchestra	150	in_progress	Сборщик usage пишет нули вместо «нет данных» — 184 фальшивых снимка, график рисует несуществующий провал				"[{""hash"": ""a95e0bf"", ""message"": ""#150: #150: \u043c\u043e\u043b\u0447\u0430\u0449\u0438\u0439 \u0438\u0441\u0442\u043e\u0447\u043d\u0438\u043a usage \u043f\u0438\u0448\u0435\u0442 NULL \u0438 \u0441\u0442\u0440\u043e\u043a\u0443 \u0432 \u0436\u0443\u0440\u043d\u0430\u043b \u0432\u043c\u0435\u0441\u0442\u043e \u043d\u0443\u043b\u044f"", ""date"": ""2026-08-07"", ""files"": 5, ""insertions"": 257, ""deletions"": 7}, {""hash"": ""5821ce0"", ""message"": ""#150: #150: \u043c\u0438\u0433\u0440\u0430\u0446\u0438\u044f 78 \u0434\u043e\u043a\u0430\u0437\u0430\u043d\u043d\u044b\u0445 \u043f\u043e\u0434\u0434\u0435\u043b\u043e\u043a \u0432 NULL \u2014 \u0441\u043a\u0440\u0438\u043f\u0442, \u0440\u0435\u043f\u0435\u0442\u0438\u0446\u0438\u044f \u043d\u0430 \u043a\u043e\u043f\u0438\u0438, \u0441\u0432\u0435\u0440\u043a\u0430 \u0434\u043e/\u043f\u043e\u0441\u043b\u0435"", ""date"": ""2026-08-07"", ""files"": 2, ""insertions"": 181, ""deletions"": 2}, {""hash"": ""9e842e0"", ""message"": ""#150: #150: null \u0432 five_hour_pct/seven_day_pct \u2014 \u0434\u044b\u0440\u0430 \u0432 \u0433\u0440\u0430\u0444\u0438\u043a\u0435, \u0430 \u043d\u0435 \u043d\u043e\u043b\u044c"", ""date"": ""2026-08-07"", ""files"": 3, ""insertions"": 39, ""deletions"": 8}]"	PRESENT	/home/kesha/orchestra	git -C /home/kesha/orchestra grep -n -E 'usage_save_snapshot|seven_day_resets_at|provider_usage|no data' main -- app/db.py app/routes/system.py app/static/js/usage.js tests/test_codex_usage.py > /home/kesha/orchestra/worktrees/home-kesha-orchestra/audit248-open/data/task248-workers/open-evidence/home-kesha-orchestra-150-162.txt 2>&1	/home/kesha/orchestra/worktrees/home-kesha-orchestra/audit248-open/data/task248-workers/open-evidence/home-kesha-orchestra-150-162.txt
/home/kesha/orchestra	/home/kesha/orchestra	161	in_progress	Наше же сообщение об отказе вклеивает забракованный текст обратно в сессию — петля самоотравления				"[{""hash"": ""c8b30c9"", ""message"": ""#161: #161: \u043e\u0442\u043a\u0430\u0437 \u0444\u0438\u043b\u044c\u0442\u0440\u0430 \u043e\u043f\u043e\u0437\u043d\u0430\u0451\u0442\u0441\u044f \u043f\u043e \u0442\u0435\u043b\u0443 \u0441\u043e\u0431\u044b\u0442\u0438\u044f \u0438 \u0443\u043f\u0430\u0432\u0448\u0435\u043c\u0443 \u0445\u043e\u0434\u0443; \u0437\u0430\u0431\u0440\u0430\u043a\u043e\u0432\u0430\u043d\u043d\u044b\u0439 \u0442\u0435\u043a\u0441\u0442 \u043d\u0430\u0440\u0443\u0436\u0443 \u043d\u0435 \u0435\u0434\u0435\u0442"", ""date"": ""2026-08-07"", ""files"": 5, ""insertions"": 268, ""deletions"": 17}]"	PRESENT	/home/kesha/orchestra	git -C /home/kesha/orchestra grep -n -E 'store_safeguard_refusal|_rewind_past_safeguard_refusal|safeguard-refusals|DROPPED' main -- app/session.py app/session_turns.py tests/test_session.py > /home/kesha/orchestra/worktrees/home-kesha-orchestra/audit248-open/data/task248-workers/open-evidence/home-kesha-orchestra-161-181.txt 2>&1	/home/kesha/orchestra/worktrees/home-kesha-orchestra/audit248-open/data/task248-workers/open-evidence/home-kesha-orchestra-161-181.txt
/home/kesha/orchestra	/home/kesha/orchestra	174	in_progress	Агент сам переключает свой рантайм: тул со сводкой-эстафетой + возможен ли перенос настоящей истории между рантаймами		5c0df2b5-581d-4cb7-941f-7f5f5858c570	archived	"[{""hash"": ""4d18953"", ""message"": ""#174: #174: research self-switch handoff"", ""date"": ""2026-08-11"", ""files"": 1, ""insertions"": 297, ""deletions"": 0}, {""hash"": ""c897adb"", ""message"": ""#174: #174: research transcript portability"", ""date"": ""2026-08-11"", ""files"": 1, ""insertions"": 665, ""deletions"": 0}, {""hash"": ""0aa53d2"", ""message"": ""#174: #174: #174: research self-switch handoff"", ""date"": ""2026-08-11"", ""files"": 5, ""insertions"": 1323, ""deletions"": 0}, {""hash"": ""05bd61d"", ""message"": ""#174: #174: plan native runtime history transfer"", ""date"": ""2026-08-11"", ""files"": 3, ""insertions"": 207, ""deletions"": 0}, {""hash"": ""604ca1d"", ""message"": ""#174: #174: \u0437\u0440\u044f\u0447\u0435\u0435 \u0440\u0435\u0432\u044c\u044e T1"", ""date"": ""2026-08-11"", ""files"": 1, ""insertions"": 165, ""deletions"": 0}, {""hash"": ""f5b10a3"", ""message"": ""#174: #174: \u043f\u043e\u0432\u0442\u043e\u0440\u043d\u043e\u0435 \u0440\u0435\u0432\u044c\u044e T1"", ""date"": ""2026-08-11"", ""files"": 2, ""insertions"": 249, ""deletions"": 0}, {""hash"": ""3aa513c"", ""message"": ""#174: #174: \u0442\u0440\u0435\u0442\u0438\u0439 \u043a\u0440\u0443\u0433 \u0440\u0435\u0432\u044c\u044e T1"", ""date"": ""2026-08-11"", ""files"": 3, ""insertions"": 123, ""deletions"": 0}, {""hash"": ""0b70788"", ""message"": ""#174: #174: import DB history into Claude"", ""date"": ""2026-08-11"", ""files"": 17, ""insertions"": 2191, ""deletions"": 62}, {""hash"": ""c8d106e"", ""message"": ""#174: #174: \u0440\u0435\u0432\u044c\u044e T2"", ""date"": ""2026-08-11"", ""files"": 3, ""insertions"": 225, ""deletions"": 0}, {""hash"": ""f15f301"", ""message"": ""#174: #174: \u0432\u0442\u043e\u0440\u043e\u0439 \u043a\u0440\u0443\u0433 \u0440\u0435\u0432\u044c\u044e T2"", ""date"": ""2026-08-11"", ""files"": 2, ""insertions"": 134, ""deletions"": 0}, {""hash"": ""9647285"", ""message"": ""#174: #174: import DB history into Codex"", ""date"": ""2026-08-11"", ""files"": 13, ""insertions"": 1504, ""deletions"": 120}, {""hash"": ""544c8a2"", ""message"": ""#174: WIP #174: add native history canary and diagnose Claude collector"", ""date"": ""2026-08-11"", ""files"": 4, ""insertions"": 421, ""deletions"": 0}]"	AMBIGUOUS	/home/kesha/orchestra	git -C /home/kesha/orchestra grep -n -E 'change_worker_model|change_model|runtime_handoff|prior-conversation' main -- app/mcp_stdio.py app/session.py app/routes/sessions.py pipelines tests/test_session.py > /home/kesha/orchestra/worktrees/home-kesha-orchestra/audit248-open/data/task248-workers/open-evidence/home-kesha-orchestra-174-215.txt 2>&1	/home/kesha/orchestra/worktrees/home-kesha-orchestra/audit248-open/data/task248-workers/open-evidence/home-kesha-orchestra-174-215.txt
/home/kesha/orchestra	/home/kesha/orchestra	187	in_progress	Маршрутизация по квотам: жечь Codex до упора, Claude беречь на профильное, бесшовный переход когда Codex кончится		35aacaa7-1108-427e-a842-52806a5d242e	idle	"[{""hash"": ""c9151db"", ""message"": ""#187: #187: research quota-aware runtime routing"", ""date"": ""2026-08-11"", ""files"": 2, ""insertions"": 392, ""deletions"": 0}, {""hash"": ""c6d1100"", ""message"": ""#187: #187: plan quota-aware runtime routing"", ""date"": ""2026-08-11"", ""files"": 2, ""insertions"": 632, ""deletions"": 0}, {""hash"": ""cc07d04"", ""message"": ""#187: WIP #187: build inert runtime router pending DB contract"", ""date"": ""2026-08-11"", ""files"": 7, ""insertions"": 1721, ""deletions"": 4}, {""hash"": ""6f85a5d"", ""message"": ""#187: WIP #187: integrate shared runway baseline contract"", ""date"": ""2026-08-11"", ""files"": 3, ""insertions"": 54, ""deletions"": 13}, {""hash"": ""2627b0c"", ""message"": ""#187: #187: add atomic quota-aware runtime router state"", ""date"": ""2026-08-11"", ""files"": 9, ""insertions"": 947, ""deletions"": 32}]"	PRESENT	/home/kesha/orchestra	git -C /home/kesha/orchestra grep -n -E 'worker_model_policy|runtime_router|quota_guarded|quota_runway' main -- app/manager.py app/pipeline.py app/runtime_router.py pipelines/default/pipeline.yaml tests/test_worker_model_policy.py > /home/kesha/orchestra/worktrees/home-kesha-orchestra/audit248-open/data/task248-workers/open-evidence/home-kesha-orchestra-187-230.txt 2>&1	/home/kesha/orchestra/worktrees/home-kesha-orchestra/audit248-open/data/task248-workers/open-evidence/home-kesha-orchestra-187-230.txt
/home/kesha/orchestra	/home/kesha/orchestra	198	in_progress	Разбор чужих тезисов по работе с Codex: что применимо у нас, что проверяемо, что противоречит нашим замерам		21c3c781-e8d3-407a-a46a-9dec8a2eeb77	archived	"[{""hash"": ""8682ed1"", ""message"": ""#198: #198: \u0440\u0430\u0437\u0431\u043e\u0440 11 \u0442\u0435\u0437\u0438\u0441\u043e\u0432 \u043f\u0440\u043e Codex \u2014 \u0432\u0435\u0440\u0434\u0438\u043a\u0442 \u043f\u043e \u043a\u0430\u0436\u0434\u043e\u043c\u0443 \u0441 \u043f\u0440\u043e\u0433\u043e\u043d\u0430\u043c\u0438 \u0438 \u0437\u0430\u043c\u0435\u0440\u0430\u043c\u0438"", ""date"": ""2026-08-11"", ""files"": 3, ""insertions"": 759, ""deletions"": 0}, {""hash"": ""4e130e3"", ""message"": ""#198: #198 \u0424\u0430\u0437\u0430 2: \u043f\u0440\u043e\u0433\u043e\u043d\u044b \u043e\u043f\u0440\u043e\u0432\u0435\u0440\u0433\u043b\u0438 \u043e\u0431\u0435 \u0440\u0435\u043a\u043e\u043c\u0435\u043d\u0434\u0430\u0446\u0438\u0438 \u0424\u0430\u0437\u044b 1 \u2014 \u043f\u043b\u0430\u043d + \u043f\u043e\u043f\u0440\u0430\u0432\u043a\u0430 \u0432 research.md"", ""date"": ""2026-08-11"", ""files"": 8, ""insertions"": 710, ""deletions"": 31}]"	PRESENT	/home/kesha/orchestra	git -C /home/kesha/orchestra ls-tree -r --name-only main -- docs/tasks/198 > /home/kesha/orchestra/worktrees/home-kesha-orchestra/audit248-open/data/task248-workers/open-evidence/home-kesha-orchestra-198-258.txt 2>&1	/home/kesha/orchestra/worktrees/home-kesha-orchestra/audit248-open/data/task248-workers/open-evidence/home-kesha-orchestra-198-258.txt
